"","fno","country","year","season","lat","long","pc","cem","ast","nplsqm","ccd","vartype","fym","n","p","k","mf","wcp","iu","hu","fu","cs","ldg","yield","dscum","wecum","ntmax","npmax","nltmax","nlhmax","waa","wba","dhx","whx","ssx","wma","lfa","lma","rha","thrx","pmx","defa","bphx","wbpx","awx","rbx","rbbx","glhx","stbx","rbpx","hbx","bbx","blba","lba","bsa","blsa","nbsa","rsa","lsa","shbx","shrx","srx","fsmx","nbx","dpx","rtdx","rsdx","gsdx","rtx"
"224","224","IND","2010","DS",10.3029,76.5813,1,"1","30",0,93,2,0,15,23,0,38,"1",0,0,0,"4",0,7.4,"0","0",34.7,30.8,4,4,0,700,0.84,5.87,0,0,0.88,0,0,0,0,0,53,49,0,12,0,0,0,NA,0,0,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","225","IND","2010","DS",10.3436,76.5679,1,"1","30",0,93,2,0,32,23,0,55,"1",1,0,1,"4",0,7.23,"0","0",35.7,31.6,NA,NA,0,175,0,6.61,0,0,4.76,0,0,0,0,0,18,61,0,0,0,0,0,NA,0,0,422.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","226","IND","2010","WS",11.5183,77.4311,0,"1","25",0,139,2,0,89.5,25,60,174.5,"1",2,0,2,"4",20,2.8,"1","0",17.6,14.3,4.7,4.7,0.67,5,0,0,0,0,34.75,0,0,0,0,0.21,71,11,0,0,3,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,13.67,53.84,0,0,0,0,0
"227","227","IND","2010","WS",11.5392,77.5447,0,"1","25",0,141,2,0,155,50,60,265,"1",3,0,1,"4",15,3.3,"1","0",17.7,15.1,5,5,5,0,0,0,0,0,4.2,0,0,0,0,0,312,145,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.94,29.44,0,0,0,0,0
"228","228","IND","2010","WS",11.6397,77.2483,1,"1","25",0,144,2,0,155,50,60,265,"1",3,0,2,"4",10,4.9,"1","0",14.9,12,4.9,4.9,0,5,0,0,0,0,2.45,0,0,0,0,0,53,43,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.5,23.09,0,0,0,0,0
"229","229","IND","2010","WS",11.47,77.325,0,"1","26",0,140,1,0,160,55,5,220,"1",4,0,1,"4",10,3.4,"2","0",16.7,13.9,5,5,5,0,0,3.23,0,0,1.24,0,0,0,0,0,282,0,0,0,8,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.48,13.09,0,0,0,0,4.46
"230","230","IND","2010","WS",11.5333,77.2883,1,"1","30",0,148,2,0,155,50,0,205,"1",4,0,0,"4",20,2.5,"0","0",20.2,17.6,4.9,4.9,5,5,0,3.49,0,0,1.89,0,0,0,0,0,243,14,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,18.71,96.88,0,0,0,0,0
"231","231","IND","2010","WS",11.2819,77.1901,0,"1","26",0,134,2,0,155,50,0,205,"1",2,0,1,"4",20,2.4,"2","0",18.3,15.2,5,5,0,0,0,0,0,0,10.94,0,0,0,0,0,257,0,0,0,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.55,55.66,0,0,0,0,0
"232","232","IND","2010","WS",11.2891,77.1832,1,"1","30",0,129,2,0,155,50,0,205,"1",3,0,0,"4",20,2.5,"2","0",16.1,13.4,5,5,10,5,0,0,0,0,37.21,0,0,0,0,0,141,7,0,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,13,56.52,0,0,0,0,0
"233","233","IND","2010","WS",11.5019,77.3786,1,"1","25",0,142,2,0,155,50,60,265,"1",3,0,2,"4",25,2.1,"2","0",20.6,17.5,5,5,5,5,0,0,0,0,7.47,0,0,0,0,0,581,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.13,29.19,0,0,0,0,0
"234","234","IND","2010","WS",11.515,77.3519,0,"1","30",0,138,2,0,155,50,0,205,"1",3,0,1,"4",20,2.2,"1","0",23.1,20.2,5,5,5,5,0,2.59,0,0,38.19,0,0,0,0,0,137,8,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.56,32.83,0,0,0,0,0
"235","235","IND","2010","WS",11.3525,78.8678,1,"1","30",0,140,2,0,212.5,50,60,322.5,"1",4,0,1,"4",25,3,"1","0",17.6,14.7,5,5,5,20,0,4.11,0,0,13.33,0,0,0,0,0,320,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.14,141.35,0,0,0,0,2.5
"236","236","IND","2010","WS",11.5283,77.2606,0,"1","30",0,138,2,0,240.5,85,60,385.5,"1",3,0,1,"4",10,2.1,"1","0",17,13.9,5.1,5.1,5,5,0,6.26,0,0,10.38,0,0,0,0,0,620,5,0,3,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,12.03,61.27,0,0,0,0,5.01
"237","237","IND","2010","WS",11.5011,77.1889,0,"1","25",0,145,2,0,152,75,96,323,"1",4,0,1,"4",20,3.6,"1","0",21.1,18,5,5,1,0,0,0,0,0,5.68,0,0,0,0,0,100,22,0,3,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.49,47.05,0,0,0,0,1.96
"238","238","IND","2010","WS",11.5386,77.4014,1,"1","28",0,144,2,0,155,50,60,265,"1",3,0,2,"4",20,2.7,"1","0",23.9,19.7,5,5,1.33,0,0,0,0,22.73,0,0,0,0,0,0,109,8,0,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,13.47,43.7,0,0,0,0,0
"239","239","IND","2010","WS",11.6747,77.3914,0,"1","28",0,136,2,0,155,50,60,265,"1",3,0,2,"4",20,2.4,"1","0",17,13.6,5,5,5,5,0,0,0,0,27.42,0,0,0,0,0,94,9,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,12.43,63.48,0,0,0,0,0
"240","240","IND","2010","WS",11.3861,77.1947,1,"1","28",0,141,2,0,145,38,0,183,"1",3,0,2,"4",10,2.8,"1","0",19.9,16.8,5,5,0,0,0,7.67,0,0,11.37,0,0,0,0,0,387,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.28,32.61,0,0,0,0,0
"241","241","IND","2010","WS",11.6894,77.3444,0,"1","30",0,144,2,0,126,67,17,210,"1",4,0,1,"4",20,3.2,"2","0",18.8,16.6,5,5,5,5,0,3.2,0,0,3.83,0,0,0,0,0,209,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.55,47.79,0,0,0,0,0
"242","242","IND","2010","WS",11.5417,77.5283,0,"1","25",0,139,2,0,86,50,60,196,"1",5,0,0,"4",20,2.8,"1","0",18.2,15.4,4.9,4.9,0,0,0,4.96,0,0,33.55,0,0,0,0,0,47,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.36,49.58,0,0,0,0,0
"243","243","IND","2010","WS",11.2344,80.0289,1,"1","30",0,141,2,0,97.5,50,0,147.5,"1",5,0,0,"4",40,2.5,"2","0",20.4,18.1,5,5,1,0,0,4.82,0,0,4.17,0,0,0,0,0,767,2,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.95,10.38,0,0,0,0,0
"244","244","IND","2010","WS",11.5414,77.4011,1,"1","30",0,149,2,0,119.8,70.3,123.5,313.6,"1",4,0,0,"4",10,2.2,"1","0",22.2,14.7,5,5,0,0,0,4.31,0,0,42.11,0,0,0,0,0,102,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,8.49,61.74,0,0,0,0,0
"245","245","IND","2010","WS",11.2729,77.1394,1,"1","30",0,145,2,0,155,50,60,265,"1",5,0,0,"4",10,3.1,"1","0",21.6,18.7,5,5,0.67,0,0,2.98,0,0,10.28,0,0,0,0,0,45,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.05,40.55,0,0,0,0,0
"246","246","IND","2011","WS",10.548,76.961,1,"1","30",NA,118,2,0,102.5,45,0,147.5,"1",2,0,1,"4",10,5.4,"2","0",28.9,24.2,4.7,4.7,350,150,2.46,3.94,0,64.79,284.04,0,0,0,0,0,18,4,0,2,0,0,0,NA,0,0,335.77,0,0,0,0,0,0,13.58,0,0,0,0,0,0,0,0,0
"247","247","IND","2011","WS",10.5495,76.9584,0,"1","30",NA,114,2,0,130,75,75,280,"1",2,0,0,"4",5,6.1,"1","0",28.5,23.7,4.8,4.8,0,325,0,7.64,0,159.57,61.04,0,0,0,0,0,24,0,0,0,0,0,0,NA,0,0,766.69,0,0,0,0,0,0,18.36,0,0,0,0,0,0,0,0,4.75
"248","248","IND","2011","WS",10.5551,76.941,1,"1","30",NA,110,2,0,41,46,0,87,"1",0,0,0,"3",5,3.7,"0","0",29.9,22.7,4.8,4.8,0,325,6.76,21.76,0,0,801.81,0,0,0,0,65.55,147,38,0,3,0,0,0,NA,0,0,838.31,0,0,0,0,0,0,33.57,0,0,0,0,0,0,0,0,0
"249","249","IND","2011","WS",10.5699,76.9393,0,"1","28",NA,121,2,0,50,50,25,125,"1",2,0,0,"4",5,4.84,"0","0",26.6,23.4,4.6,4.6,0,325,3.08,5.17,0,0,116.28,0,0,0,0,0,43,24,0,4,0,0,0,NA,0,0,567.42,0,0,0,0,0,0,33.56,0,0,0,0,0,0,0,0,0
"250","250","IND","2011","WS",10.5745,76.9475,1,"1","30",NA,113,2,0,100,100,50,250,"1",1,0,0,"4",0,4.15,"0","0",24.8,21.5,4.5,4.5,25,175,0,16.4,0,0,250.68,0,0,0,0,0,34,10,0,0,0,0,0,NA,0,0,530.72,0,0,0,0,0,0,31.72,0,0,0,0,0,0,0,0,0
"251","251","IND","2011","WS",10.5483,76.9576,1,"1","25",NA,118,2,0,142.5,57.5,75,275,"1",1,0,2,"4",5,4.95,"1","0",17.6,14.3,4.7,4.7,0,350,0,12.86,0,0,977.94,0,0,0,0,9.47,71,17,0,0,0,0,0,NA,0,0,202.26,0,0,0,0,0,0,22.42,0,0,15,0,0,0,0,0,0
"252","252","IND","2011","WS",10.5386,76.9488,0,"1","25",NA,111,2,0,160,115,75,350,"1",2,0,0,"4",5,5.35,"1","0",17.7,15.1,5,5,350,0,0,0,0,328.08,55.57,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,315.52,0,0,0,0,0,0,50.75,0,0,0,0,0,0,0,0,0
"253","253","IND","2011","WS",10.539,76.9405,1,"1","25",NA,111,2,0,160,115,60,335,"1",3,0,0,"4",5,5.65,"1","0",15.9,11.8,4.9,4.9,0,225,0,0,0,342.2,56.41,0,0,0,0,0,53,0,0,0,0,0,0,NA,0,0,579.48,0,0,0,0,0,0,48.02,0,0,0,0,0,0,0,0,0
"254","254","IND","2011","WS",10.5252,76.9418,0,"1","26",NA,117,2,0,100,50,25,175,"1",3,0,0,"4",5,7.01,"2","0",16.7,13.9,5,5,225,125,0,0,0,0,46.42,0,0,0,0,0,0,0,0,0,0,4,0,NA,0,0,852.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46
"255","255","IND","2011","WS",10.5242,76.9433,0,"1","30",NA,121,2,0,160,115,0,275,"1",4,0,0,"5",5,7.81,"0","0",20.2,17.6,4.9,4.9,350,350,0,0,0,0,85.19,0,0,0,0,0,25,0,0,0,0,3,0,NA,0,0,87.31,0,0,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0
"256","256","IND","2011","WS",10.5247,76.9453,0,"1","26",NA,116,2,0,160,115,0,275,"1",2,0,1,"5",5,7.85,"2","0",35.5,29.2,5,5,0,125,0,0,0,0,25.58,0,0,0,0,0,9,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0
"257","257","IND","2011","WS",10.5214,76.9462,1,"1","30",NA,115,2,0,160,115,0,275,"1",3,0,0,"4",5,6.25,"2","0",17.2,13.4,5,5,350,350,0,0,0,0,453.19,0,0,0,0,0,32,14,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,12.21,0,0,0,0,0,0,0,0,0
"258","258","IND","2011","WS",10.5228,76.9396,1,"1","25",NA,105,2,0,160,115,75,350,"1",3,0,0,"4",5,5.9,"2","0",20.6,17.5,5,5,125,125,0,9.41,0,0,240.49,0,0,0,0,0,23,0,0,0,0,3,0,NA,0,0,726.61,0,0,0,0,0,0,46.14,0,0,0,0,0,0,0,0,0.98
"259","259","IND","2011","WS",10.5161,76.9396,1,"1","30",NA,114,2,0,160,115,0,275,"1",2,0,0,"4",5,4.81,"1","0",23.1,20.2,5,5,225,325,0,7.46,0,0,927.24,0,0,0,0,0,50,0,0,0,0,3,0,NA,0,0,410.33,0,0,0,0,0,0,49.85,0,0,0,0,0,0,0,0,0
"260","260","IND","2011","WS",10.5051,76.961,1,"1","30",NA,126,2,0,160,115,75,350,"1",3,0,0,"4",5,5.78,"1","0",17.6,14.7,5,5,350,350,0,0,0,0,57.07,0,0,0,0,0,44,0,0,0,0,3,0,NA,0,0,464.57,0,0,0,0,0,0,36.31,0,0,0,0,0,0,0,0,2.5
"261","261","IND","2011","WS",10.5132,76.9534,0,"1","30",NA,124,2,0,191.5,195.5,75,462,"1",2,0,0,"4",5,5.45,"1","0",17.4,14.2,5.1,5.1,350,350,0,7.42,0,0,460.97,0,0,0,0,0,71,5,0,3,0,0,0,NA,0,0,465.86,0,0,0,0,0,0,47.65,0,0,0,0,0,0,0,0,5.01
"262","262","IND","2011","WS",10.506,76.9552,0,"1","25",NA,125,2,0,159.5,172.5,120,452,"1",2,0,0,"4",5,5.65,"1","0",21.1,18,5,5,0,0,0,2.76,0,0,35.49,0,0,0,0,0,100,22,0,3,0,3,0,NA,0,0,0,0,0,0,0,0,0,72.01,0,0,0,0,0,0,0,0,1.96
"263","263","IND","2011","WS",10.059,76.9552,0,"1","30",NA,126,2,0,160,115,75,350,"1",2,0,0,"4",5,5.1,"1","0",23.9,20.3,5,5,0,0,0,3.27,0,564.77,0,0,0,0,0,0,109,8,0,0,0,4,0,NA,0,0,242.94,0,0,0,0,0,0,57.82,0,0,0,0,0,0,0,0,0
"264","264","IND","2011","WS",10.5516,76.9454,0,"1","28",NA,127,2,0,160,115,75,350,"1",2,0,0,"4",5,5.4,"1","0",17,13.6,5,5,350,350,0,11.58,0,0,882.45,0,0,0,0,0,39,0,0,0,0,3,0,NA,0,0,399.59,0,0,0,0,0,0,68.14,0,0,0,0,0,0,0,0,0
"265","265","IND","2011","WS",10.5482,76.0947,1,"1","28",NA,128,2,0,148.8,86.3,0,235,"1",2,0,0,"4",5,5.7,"1","0",19.9,16.8,5,5,0,0,0,6,0,0,361.12,0,0,0,0,0,110,0,0,0,0,0,0,NA,0,0,326.53,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0
"266","266","IND","2011","WS",10.5475,76.9451,0,"1","30",NA,131,2,0,131,132,17,280,"1",2,0,0,"4",5,5.9,"2","0",18.8,16.6,5,5,350,350,0,1.95,0,0,0,0,0,0,0,0,55,0,0,0,0,2,0,NA,0,0,317.54,0,0,0,0,0,0,48.56,0,0,0,0,0,0,0,0,0
"267","267","IND","2011","WS",10.5159,76.9596,0,"1","25",NA,125,2,0,91,115,75,281,"1",2,0,0,"4",5,5,"1","0",18.6,15.4,4.9,4.9,0,0,0,8.41,0,0,776.92,0,0,0,0,0,47,22,0,0,0,0,0,NA,0,0,208.91,0,0,0,0,0,0,44.65,0,0,0,0,0,0,0,0,0
"268","268","IND","2011","WS",10.5053,76.8134,1,"1","30",NA,128,2,0,102.5,115,0,217.5,"1",2,0,1,"4",5,6.05,"2","0",20.4,18.1,5,5,0,125,0,4.82,0,0,104.26,0,0,0,0,0,119,2,0,0,0,3,0,NA,0,0,510.73,0,0,0,0,0,0,37.14,0,0,0,0,0,0,0,0,0
"269","269","IND","2011","WS",10.5413,76.947,1,"1","30",NA,128,2,0,122.8,117.8,144,384.5,"1",3,0,0,"4",5,5.8,"1","0",22.2,14.7,5,5,0,0,0,16.77,0,0,1235.38,0,0,0,0,0,40,0,0,0,0,0,0,NA,0,0,378.02,0,0,0,0,0,0,36.45,0,0,0,0,0,0,0,0,0
"270","270","IND","2011","WS",10.5472,76.9451,1,"1","30",NA,126,2,0,160,115,75,350,"1",2,0,0,"4",10,4.95,"1","0",21.7,19,5,5,0,0,0,6.36,0,0,383.98,0,0,0,0,0,45,0,0,0,0,2,0,NA,0,0,262.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","271","IND","2011","WS",10.57,76.9397,1,"1","30",NA,128,2,0,102.5,45,0,147.5,"1",2,0,0,"4",10,5.65,"2","0",28.9,24.2,4.7,4.7,0,100,2.35,4.88,0,0,211.05,0,0,0,0,0,68,77,0,2,0,0,0,NA,0,0,405.54,0,0,0,0,0,0,7.86,0,0,0,0,0,0,0,0,0
"272","272","IND","2011","WS",10.525,76.9434,0,"1","30",NA,127,2,0,130,75,75,280,"1",0,0,0,"4",10,4.05,"1","0",28.5,23.7,4.6,4.6,0,350,6.48,15.29,0,0,989.93,0,0,0,0,0,30,112,0,0,0,0,0,NA,0,0,290.55,0,0,0,0,0,0,49.14,0,0,0,0,0,0,0,0,0
"273","273","IND","2011","WS",10.5731,76.9452,1,"1","30",NA,124,2,0,41,46,0,87,"1",1,0,0,"3",10,4.35,"0","0",29.9,22.7,4.4,4.4,0,325,0,13.11,0,0,358.48,0,0,0,0,68.86,45,95,0,9,0,4,0,NA,0,0,810.22,0,0,0,0,0,0,35.86,0,0,0,0,0,0,0,0,0
"274","274","IND","2011","WS",10.5697,76.9385,1,"1","30",NA,126,2,0,75,50,25,150,"1",1,0,1,"4",5,5.5,"0","0",26.8,22.9,4.5,4.5,0,100,0,6.09,0,0,238.49,0,0,0,0,0,33,65,0,0,0,3,0,NA,0,0,828.97,0,0,0,0,0,0,53.11,0,0,0,0,0,0,0,0,0
"275","275","IND","2011","WS",10.5252,76.9465,0,"1","25",NA,121,2,0,93.1,57.5,75,225.6,"1",1,0,0,"4",5,5.71,"1","0",17.6,14.3,4.7,4.7,0,350,0,7.02,0,0,995.04,0,0,0,0,9.47,71,21,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,32.59,0,0,0,0,0,0,0,0,0
"276","276","IND","2011","DS",11.4563,77.2223,1,"1","27",NA,129,2,0,75,50,50,175,"1",0,0,0,"4",0,4.4,"2","0",28.9,24.2,4.7,4.7,325,100,2.54,2.07,0,21.27,201.17,0,0,0,0,0,10,4,0,2,0,2,0,NA,0,0,0,0,0,0,0,0,0,13.77,0,0,0,1.59,0,0,0,0,0
"277","277","IND","2011","DS",11.4567,77.2188,0,"1","30",NA,128,2,0,130,75,75,280,"1",0,0,0,"4",0,5.15,"1","0",25.8,22.3,4.8,4.8,100,325,1.81,8.02,0,63.91,62.73,0,0,0,0,0,15,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,21.13,0,0,0,3.79,0,0,0,0,5.37
"278","278","IND","2011","DS",11.4555,77.2259,1,"1","30",NA,130,2,0,100,50,25,175,"1",0,0,0,"4",0,6.35,"1","0",29.9,22.7,4.8,4.8,100,325,0.59,2.26,0,0,61.75,0,0,0,0,0,19,13,0,3,0,2,0,NA,0,0,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0
"279","279","IND","2011","DS",11.4403,77.2431,0,"1","0",NA,127,2,0,75,50,50,175,"1",0,0,0,"4",0,5.85,"0","0",26.6,23.4,4.6,4.6,0,225,1.32,2.62,0,0,79.06,0,0,0,0,0,38,10,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,12.21,0,0,0,5.58,0,0,0,0,0
"280","280","IND","2011","DS",11.4294,77.239,1,"1","28",NA,126,2,0,75,50,50,175,"1",0,0,0,"4",0,5.25,"1","0",24.8,21.5,4.5,4.5,100,325,0,3.36,0,0,216.22,0,0,0,0,0,15,11,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5.25,0,0,0,8.56,0,0,0,0,0
"281","281","IND","2011","DS",11.444,77.1828,0,"1","25",NA,129,2,0,97.5,25,60,182.5,"1",0,0,0,"4",0,5.1,"1","0",21.6,18.4,4.7,4.7,0,225,0,2.64,0,0,234.31,0,0,0,0,10,71,11,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.65,11.26,0,0,0,0,0
"282","282","IND","2011","DS",11.4536,77.2384,1,"1","25",NA,129,2,0,90,50,60,200,"1",0,0,0,"2",0,4.05,"1","0",17.7,15.1,5,5,325,100,0,13.16,0,649,159.26,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,76.26,0,0,0,0,0
"283","283","IND","2011","DS",11.4493,77.2419,1,"1","25",NA,124,2,0,40,50,60,150,"1",0,0,0,"1",0,3.65,"1","0",18.1,15.5,4.9,4.9,0,225,0,0,0,310.44,171.9,0,0,0,0,0,53,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,47.27,0,0,0,78.79,0,0,0,0,0
"284","284","IND","2011","DS",11.4532,77.2431,0,"1","30",NA,24,2,0,75,50,50,175,"1",0,0,0,"3",0,5.05,"2","0",16.7,13.9,5,5,325,100,1.85,3.23,0,0,209.93,0,0,0,0,13.93,12,0,0,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,15.27,0,0,0,12.49,0,0,0,0,0
"285","285","IND","2011","DS",11.4345,77.2404,1,"1","30",NA,126,2,0,90,50,50,190,"1",0,0,0,"4",0,5.75,"0","0",21,18.2,4.9,4.9,325,325,0,3.21,0,394.03,85.19,0,0,0,0,0,28,14,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,20.74,0,0,0,6.68,0,0,0,0,0
"286","286","IND","2011","DS",11.4832,77.2398,0,"1","28",NA,123,2,0,90,50,50,190,"1",0,0,0,"4",0,6.05,"2","0",18.3,15.2,5,5,100,100,0,0,0,0,477.72,0,0,0,0,0,12,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,19.71,0,0,0,9.49,0,0,0,0,0
"287","287","IND","2011","DS",11.4509,76.9462,0,"1","28",NA,127,2,0,65,50,50,165,"1",0,0,0,"3",0,4.45,"1","0",18.9,16.2,5,5,325,325,0,11.95,0,0,540.23,0,0,0,0,0,29,7,0,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,17.03,0,0,0,37.47,0,0,0,0,0
"288","288","IND","2011","DS",11.4248,77.2374,1,"1","30",NA,141,2,0,75,50,50,175,"1",0,0,0,"4",0,6.05,"2","0",20.6,17.5,5,5,100,100,0,0,0,0,0,0,0,0,0,13.55,13,5,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0
"289","289","IND","2011","DS",11.444,77.2421,1,"1","30",NA,120,2,0,100,50,25,175,"1",0,0,0,"4",0,6.85,"1","0",24.8,21.6,5,5,225,325,0,1.57,0,0,0,0,0,0,0,0,48,8,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0
"290","290","IND","2011","DS",11.4599,77.239,1,"1","30",NA,117,2,0,90,50,60,200,"1",0,0,0,"5",0,7.8,"1","0",32,29.7,5,5,0,0,0,0,0,0,2.08,0,0,0,0,0,2,6,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0
"291","291","IND","2011","DS",11.4547,77.2409,0,"1","30",NA,33,2,0,100,50,60,210,"1",0,0,0,"4",0,4.85,"1","0",17.3,14.2,5.1,5.1,0,0,0,5.8,0,0,411.93,0,0,0,0,0,58,5,0,3,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0,0,0,0,0
"292","292","IND","2011","DS",11.4542,77.2457,0,"1","25",NA,125,2,0,110,75,50,235,"1",0,0,0,"4",0,5.9,"1","0",21.6,18.6,5,5,0,0,0,0,0,0,37.57,0,0,0,0,0,2,22,0,3,0,3,0,NA,0,0,0,0,0,0,0,0,0,6.89,0,0,0,2.86,0,0,0,0,0
"293","293","IND","2011","DS",11.4531,77.2518,0,"1","0",NA,125,2,0,90,50,60,200,"1",0,0,0,"3",0,3.75,"1","0",23.9,20.3,5,5,0,225,2.46,13.06,0,0,462.53,0,0,0,0,0,109,8,0,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,13.39,0,0,0,23.97,0,0,0,0,1.42
"294","294","IND","2011","DS",11.4507,77.2508,0,"1","30",NA,126,2,0,90,50,60,200,"1",0,0,0,"4",0,5.1,"1","0",17,13.6,5,5,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0,0,319.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","295","IND","2011","DS",11.4471,77.2115,1,"1","30",NA,123,2,0,100,50,50,200,"1",0,0,0,"4",0,4.6,"1","0",21.4,18.5,5,5,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,19.42,0,0,0,18.83,0,0,0,0,0
"296","296","IND","2011","DS",11.4501,77.2135,0,"1","30",NA,123,2,0,90,50,50,190,"1",0,0,0,"3",0,3.7,"2","0",18.8,16.6,5,5,325,100,0,4.47,0,0,446.53,0,0,0,0,0,55,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,48.56,0,0,0,35.27,0,0,0,0,0
"297","297","IND","2011","DS",11.4511,77.2164,0,"1","28",NA,123,2,0,86,50,60,196,"1",0,0,0,"3",0,3.8,"1","0",18.2,15.4,4.9,4.9,0,0,1.08,9.98,0,0,802.27,0,0,0,0,0,47,22,0,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,46.6,0,0,0,32.81,0,0,0,0,0
"298","298","IND","2011","DS",11.4531,77.2163,1,"1","30",NA,126,2,0,75,50,50,175,"1",0,0,0,"4",0,4.95,"2","0",20.4,18.1,5,5,0,100,0,3.77,0,0,7.47,0,0,0,0,0,76,2,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,13.99,0,0,0,2.48,0,0,0,0,0
"299","299","IND","2011","DS",11.4545,77.2044,1,"1","28",NA,108,2,0,100,50,50,200,"1",0,0,0,"4",0,5.8,"2","0",22.2,14.7,5,5,100,100,0,4.31,0,0,0,0,0,0,0,0,102,2,0,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,0,0,0
"300","300","IND","2011","DS",11.4534,77.2095,1,"1","30",NA,120,2,0,90,50,60,200,"1",0,0,0,"2",0,3.2,"1","0",21.3,19,5,5,0,0,6.77,14.34,0,0,751.68,0,0,0,0,0,223,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,16.1,0,0,0,65.16,0,0,0,0,0
"301","301","IND","2011","DS",11.4628,77.2069,0,"1","28",NA,125,2,0,95,45,50,190,"1",0,0,0,"3",0,4.05,"1","0",28.9,24.2,4.7,4.7,100,100,0,2.07,0,19.43,383.33,0,0,0,0,0,24,74,0,2,0,8,0,NA,0,0,0,0,0,0,0,0,0,15.97,0,0,0,33.71,0,0,0,0,0
"302","302","IND","2011","DS",11.4571,77.2083,1,"1","28",NA,126,2,0,130,75,75,280,"1",0,0,0,"3",0,4.25,"1","0",28.5,23.7,4.6,4.6,325,325,1.37,2.38,0,0,113.4,0,0,0,0,6.01,32,44,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,39.11,0,0,0,26.12,0,0,0,0,0
"303","303","IND","2011","DS",11.4541,77.2081,1,"1","30",NA,126,2,0,75,25,50,150,"1",0,0,0,"3",0,4.1,"0","0",29.9,22.7,4.4,4.4,0,325,2.48,2.93,0,0,184.69,0,0,0,0,68.86,19,95,0,9,0,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,49.66,0,0,0,0,0
